customerID,gender,SeniorCitizen,tenure,PhoneService,InternetService,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-0251,male,0,64.0,yes,no,month-to-month,no,bank transfer,56.37,3557.13,Yes
CUST-0378,male,0,49.0,yes,fiber optic,month-to-month,yes,electronic check,73.7,3714.7,No
CUST-0616,female,0,8.0,yes,fiber optic,month-to-month,yes,credit card,64.97,641.78,Yes
CUST-0010,female,0,45.0,yes,dsl,month-to-month,yes,credit card,55.92,2627.68,Yes
CUST-0358,female,0,64.0,yes,fiber optic,month-to-month,yes,electronic check,52.39,3335.52,Yes
CUST-0197,female,1,70.0,yes,dsl,month-to-month,yes,electronic check,60.31,1897.93,Yes
CUST-0632,female,0,60.0,yes,fiber optic,month-to-month,no,electronic check,34.65,2027.89,No
CUST-0082,female,0,15.0,yes,fiber optic,two year,no,electronic check,41.06,1897.93,No
CUST-0527,male,0,17.0,yes,fiber optic,two year,yes,bank transfer,105.97,1872.93,No
CUST-0831,male,1,45.0,yes,dsl,month-to-month,yes,bank transfer,101.06,4606.42,Yes
CUST-0906,female,0,11.0,yes,no,month-to-month,no,credit card,52.07,572.09,No
CUST-0240,male,0,63.0,yes,fiber optic,month-to-month,yes,mailed check,95.5,6130.37,Yes
CUST-0324,male,0,36.0,yes,fiber optic,one year,no,credit card,103.39,6919.4,No
CUST-0212,female,0,46.0,yes,fiber optic,one year,yes,credit card,42.28,1997.7,No
CUST-0847,male,0,22.0,yes,fiber optic,month-to-month,no,credit card,45.35,990.57,No
CUST-0549,female,0,46.0,yes,fiber optic,month-to-month,yes,credit card,64.97,2347.06,Yes
CUST-0498,male,0,18.0,yes,dsl,month-to-month,yes,electronic check,80.37,1501.5,No
CUST-0228,male,0,40.0,yes,no,one year,yes,electronic check,86.63,3486.86,No
CUST-0892,female,0,44.0,yes,fiber optic,two year,yes,credit card,51.61,2181.5,No
CUST-0815,female,0,37.0,yes,no,two year,yes,mailed check,90.6,3409.82,No
CUST-0829,female,0,32.0,yes,dsl,month-to-month,no,bank transfer,22.85,748.3,No
CUST-0178,male,0,47.0,yes,dsl,two year,no,electronic check,20.89,1013.71,No
CUST-0975,male,0,51.0,yes,no,one year,no,bank transfer,90.55,4694.48,No
CUST-0434,male,0,36.0,yes,dsl,two year,yes,bank transfer,50.7,1419.44,No
CUST-0944,female,0,54.0,yes,fiber optic,one year,yes,credit card,78.99,4358.79,Yes
CUST-0517,male,0,21.0,yes,fiber optic,one year,no,bank transfer,94.92,1896.16,No
CUST-0351,female,1,51.0,no,dsl,month-to-month,yes,bank transfer,24.42,1198.9,Yes
CUST-0519,female,0,11.0,yes,dsl,month-to-month,yes,mailed check,58.15,626.67,No
CUST-0008,female,1,70.0,yes,no,month-to-month,yes,electronic check,100.69,1897.93,No
CUST-0156,male,0,26.0,yes,fiber optic,month-to-month,yes,credit card,29.2,752.9,No
CUST-0945,male,0,27.0,yes,fiber optic,two year,yes,electronic check,20.74,565.78,No
CUST-0330,male,0,56.0,yes,dsl,month-to-month,yes,electronic check,108.08,5899.33,Yes
CUST-0543,male,0,21.0,yes,fiber optic,month-to-month,no,electronic check,84.15,1842.19,No
CUST-0440,male,0,32.0,yes,no,one year,no,electronic check,70.28,2176.6,No
CUST-0810,male,0,53.0,yes,fiber optic,month-to-month,no,credit card,102.22,5208.81,No
CUST-0901,male,0,48.0,yes,fiber optic,two year,yes,bank transfer,30.22,1378.2,No
CUST-0371,male,1,45.0,yes,no,one year,no,credit card,49.49,2174.17,No
CUST-0605,male,0,30.0,yes,fiber optic,one year,yes,electronic check,104.7,3037.14,No
CUST-0974,male,0,56.0,yes,no,month-to-month,no,electronic check,64.97,5362.96,Yes
CUST-0594,male,0,24.0,yes,dsl,two year,yes,bank transfer,29.94,694.14,No
CUST-0877,female,0,27.0,no,no,month-to-month,yes,credit card,73.13,1945.96,Yes
CUST-0555,female,0,36.0,yes,fiber optic,one year,no,bank transfer,68.86,3162.99,No
CUST-0754,male,0,2.0,yes,no,two year,no,electronic check,57.63,117.2,No
CUST-0874,male,1,36.0,yes,fiber optic,month-to-month,no,bank transfer,92.54,3122.77,No
CUST-0533,female,0,5.0,no,dsl,month-to-month,no,mailed check,62.59,303.97,Yes
CUST-0867,male,0,47.0,yes,fiber optic,two year,no,mailed check,52.51,2587.73,No
CUST-0229,female,1,14.0,no,no,month-to-month,yes,electronic check,48.15,667.5,No
CUST-0391,female,0,2.0,yes,dsl,two year,no,credit card,74.79,1897.93,No
CUST-0760,female,0,45.0,yes,fiber optic,month-to-month,yes,mailed check,72.97,3443.62,Yes
CUST-0213,female,0,14.0,yes,fiber optic,two year,no,electronic check,92.66,1300.18,No
CUST-0080,male,1,26.0,yes,fiber optic,month-to-month,yes,credit card,74.37,1897.93,Yes
CUST-0149,male,1,69.0,no,dsl,two year,no,credit card,44.21,1897.93,No
CUST-0303,female,0,4.0,yes,no,month-to-month,yes,electronic check,32.17,128.29,Yes
CUST-0449,male,1,36.0,yes,dsl,month-to-month,yes,credit card,35.3,239.05,No
CUST-0362,female,0,46.0,yes,fiber optic,month-to-month,yes,electronic check,64.97,4333.79,No
CUST-0532,female,0,28.0,yes,no,one year,yes,bank transfer,54.04,1438.7,No
CUST-0530,female,0,37.0,yes,fiber optic,month-to-month,no,electronic check,34.94,1246.44,Yes
CUST-0044,female,0,36.0,yes,dsl,month-to-month,yes,mailed check,49.17,3570.35,No
CUST-0674,female,0,54.0,yes,dsl,month-to-month,no,bank transfer,106.89,5819.5,Yes
CUST-0134,male,0,9.0,yes,no,month-to-month,yes,electronic check,50.28,435.0,No
CUST-0576,female,0,38.0,yes,fiber optic,month-to-month,yes,credit card,77.49,2932.15,No
CUST-0312,male,1,34.0,yes,no,month-to-month,no,bank transfer,64.97,2747.62,No
CUST-0635,male,1,45.0,no,dsl,month-to-month,no,credit card,79.52,3697.29,Yes
CUST-0568,male,0,47.0,yes,no,month-to-month,yes,electronic check,86.51,1897.93,Yes
CUST-0821,female,0,58.0,yes,no,month-to-month,yes,electronic check,39.32,2280.55,Yes
CUST-0001,male,0,7.0,yes,dsl,month-to-month,no,mailed check,63.36,439.05,No
CUST-0478,female,0,59.0,yes,fiber optic,one year,no,electronic check,78.57,4775.94,No
CUST-0317,male,0,25.0,yes,dsl,month-to-month,no,electronic check,89.39,2213.38,No
CUST-0738,female,0,47.0,yes,dsl,one year,yes,mailed check,91.98,4454.03,No
CUST-0573,male,0,45.0,yes,fiber optic,month-to-month,no,credit card,81.7,3735.98,Yes
CUST-0381,male,0,66.0,yes,fiber optic,one year,no,mailed check,93.41,6052.96,No
CUST-0833,male,0,36.0,no,fiber optic,month-to-month,no,mailed check,999.0,313.83,Yes
CUST-0973,female,0,11.0,yes,fiber optic,month-to-month,yes,electronic check,64.97,450.3,Yes
CUST-0962,female,0,20.0,yes,fiber optic,two year,no,electronic check,64.97,487.1,No
CUST-0173,female,0,35.0,yes,fiber optic,two year,yes,electronic check,31.04,1134.66,No
CUST-0126,male,0,1.0,yes,dsl,month-to-month,yes,bank transfer,66.99,69.77,Yes
CUST-0667,male,0,25.0,yes,fiber optic,month-to-month,yes,electronic check,109.35,2664.99,Yes
CUST-0835,male,0,29.0,no,fiber optic,month-to-month,no,electronic check,85.4,2545.71,No
CUST-0940,female,0,13.0,no,dsl,month-to-month,yes,mailed check,68.08,876.01,Yes
CUST-0091,male,1,25.0,yes,dsl,month-to-month,no,electronic check,44.35,1094.62,No
CUST-0979,male,1,60.0,yes,fiber optic,month-to-month,yes,mailed check,38.07,2246.53,Yes
CUST-0182,male,0,48.0,yes,dsl,month-to-month,no,mailed check,41.68,2072.19,No
CUST-0364,female,0,1.0,yes,fiber optic,one year,yes,credit card,84.45,86.28,No
CUST-0275,female,0,48.0,yes,fiber optic,month-to-month,no,mailed check,84.98,4011.13,Yes
CUST-0965,male,0,41.0,yes,fiber optic,one year,no,credit card,32.98,1897.93,Yes
CUST-0070,female,0,59.0,yes,no,month-to-month,no,electronic check,64.97,6303.41,No
CUST-0292,male,0,15.0,yes,dsl,one year,no,electronic check,98.15,1405.67,No
CUST-0132,male,0,19.0,yes,dsl,two year,yes,electronic check,38.56,1897.93,No
CUST-0301,male,0,29.0,yes,fiber optic,month-to-month,yes,electronic check,49.73,1512.01,No
CUST-0606,male,0,7.0,yes,dsl,month-to-month,yes,electronic check,98.07,709.28,No
CUST-0327,female,0,36.0,yes,dsl,month-to-month,yes,bank transfer,53.03,1897.93,No
CUST-0145,male,0,4.0,yes,dsl,month-to-month,no,bank transfer,91.45,368.01,No
CUST-0899,male,0,16.0,yes,no,month-to-month,no,credit card,30.53,495.67,Yes
CUST-0669,male,0,55.0,yes,no,one year,yes,mailed check,52.1,1897.93,No
CUST-0136,male,0,11.0,yes,dsl,one year,no,bank transfer,60.9,643.19,Yes
CUST-0452,female,0,56.0,yes,no,one year,no,electronic check,71.82,3959.12,No
CUST-0165,male,0,66.0,yes,dsl,one year,yes,mailed check,102.05,6964.14,No
CUST-0029,female,0,57.0,yes,dsl,month-to-month,no,bank transfer,60.21,3594.88,No
CUST-0588,male,0,10.0,yes,fiber optic,month-to-month,no,credit card,80.94,821.18,No
CUST-0194,female,0,28.0,yes,dsl,month-to-month,yes,mailed check,89.99,1897.93,Yes
CUST-0430,male,1,60.0,yes,no,month-to-month,yes,electronic check,35.47,2223.44,Yes
CUST-0666,male,1,57.0,yes,fiber optic,two year,yes,mailed check,35.04,2083.67,No
CUST-0987,female,0,4.0,yes,fiber optic,one year,yes,credit card,70.42,274.97,No
CUST-0170,female,0,28.0,yes,fiber optic,two year,yes,mailed check,77.85,2225.82,No
CUST-0526,male,0,51.0,yes,dsl,month-to-month,yes,electronic check,88.51,4426.13,Yes
CUST-0141,female,0,21.0,yes,fiber optic,month-to-month,yes,electronic check,93.95,1897.93,Yes
CUST-0174,male,0,36.0,yes,no,month-to-month,no,electronic check,59.01,3164.2,Yes
CUST-0007,male,0,54.0,yes,fiber optic,month-to-month,yes,mailed check,63.47,3461.16,No
CUST-0765,male,0,36.0,yes,dsl,one year,yes,mailed check,64.96,2333.55,No
CUST-0520,male,1,68.0,yes,no,two year,yes,electronic check,0.01,1687.9,Yes
CUST-0679,female,0,50.0,yes,dsl,month-to-month,yes,credit card,63.9,3175.58,No
CUST-0074,female,0,49.0,yes,no,one year,yes,credit card,43.51,2161.48,No
CUST-0714,male,0,15.0,yes,no,month-to-month,no,bank transfer,87.75,1354.15,No
CUST-0676,female,0,20.0,yes,dsl,one year,no,electronic check,91.28,1855.03,No
CUST-0239,female,1,71.0,yes,fiber optic,month-to-month,no,electronic check,43.61,3122.63,No
CUST-0146,male,1,28.0,no,fiber optic,month-to-month,yes,mailed check,98.7,2631.43,No
CUST-0824,male,0,12.0,yes,dsl,month-to-month,yes,mailed check,84.55,1029.58,No
CUST-0235,male,0,0.0,yes,no,month-to-month,yes,bank transfer,108.65,4736.82,No
CUST-0221,female,1,38.0,yes,fiber optic,two year,yes,credit card,64.97,2901.19,No
CUST-0215,female,0,39.0,yes,fiber optic,one year,yes,credit card,54.75,2055.12,No
CUST-0689,female,0,12.0,yes,no,month-to-month,yes,credit card,49.59,574.71,No
CUST-0133,male,0,32.0,yes,fiber optic,one year,yes,bank transfer,42.49,1399.76,No
CUST-0404,female,0,2.0,yes,fiber optic,one year,no,mailed check,90.61,180.63,No
CUST-0458,male,0,29.0,yes,fiber optic,one year,no,electronic check,24.06,1897.93,No
CUST-0685,female,0,63.0,yes,no,one year,yes,bank transfer,37.88,2316.38,No
CUST-0423,male,0,21.0,yes,dsl,month-to-month,no,mailed check,108.73,2248.53,Yes
CUST-0186,female,1,11.0,yes,fiber optic,one year,yes,electronic check,49.81,556.68,No
CUST-0042,male,0,50.0,yes,dsl,month-to-month,yes,credit card,28.55,1371.58,Yes
CUST-0639,male,1,40.0,no,dsl,month-to-month,no,electronic check,67.69,2837.27,Yes
CUST-0109,male,0,36.0,yes,fiber optic,month-to-month,no,mailed check,43.36,1606.35,No
CUST-0617,male,1,5.0,yes,no,two year,no,electronic check,82.18,1897.93,No
CUST-0057,male,0,70.0,yes,no,one year,no,electronic check,101.39,6931.34,Yes
CUST-0450,male,0,68.0,yes,fiber optic,month-to-month,no,electronic check,50.18,3443.03,No
CUST-0774,male,1,54.0,yes,fiber optic,month-to-month,no,credit card,20.74,1161.44,No
CUST-0590,male,0,64.0,yes,no,two year,yes,mailed check,90.38,5540.13,No
CUST-0896,male,0,28.0,yes,dsl,month-to-month,yes,electronic check,59.23,1584.18,Yes
CUST-0436,female,0,41.0,yes,dsl,one year,yes,electronic check,84.05,3433.08,No
CUST-0025,male,1,21.0,yes,fiber optic,two year,no,credit card,64.97,1897.93,No
CUST-0811,female,0,42.0,yes,dsl,month-to-month,yes,electronic check,57.41,2387.31,Yes
CUST-0495,male,0,35.0,yes,fiber optic,month-to-month,no,credit card,26.0,929.57,No
CUST-0827,male,0,7.0,yes,fiber optic,month-to-month,yes,electronic check,96.19,671.92,Yes
CUST-0982,female,0,36.0,yes,fiber optic,month-to-month,yes,bank transfer,77.37,5640.74,Yes
CUST-0929,female,0,36.0,yes,dsl,one year,yes,bank transfer,88.35,1897.93,Yes
CUST-0966,male,0,5.0,yes,fiber optic,one year,no,mailed check,102.82,1897.93,No
CUST-0339,male,0,20.0,yes,dsl,one year,no,mailed check,107.79,2160.29,No
CUST-0052,female,0,41.0,yes,fiber optic,month-to-month,yes,electronic check,24.35,1023.89,No
CUST-0384,female,0,36.0,yes,dsl,month-to-month,no,electronic check,64.53,2383.11,No
CUST-0540,male,0,45.0,yes,dsl,month-to-month,no,electronic check,999.0,911.62,No
CUST-0992,female,0,19.0,yes,fiber optic,one year,yes,mailed check,93.57,1791.09,Yes
CUST-0661,male,0,13.0,yes,dsl,month-to-month,no,bank transfer,30.4,408.12,Yes
CUST-0964,male,0,59.0,yes,fiber optic,month-to-month,yes,electronic check,64.7,3827.82,No
CUST-0265,female,0,62.0,yes,dsl,one year,no,electronic check,100.61,6436.38,No
CUST-0955,male,1,45.0,yes,fiber optic,month-to-month,no,electronic check,20.75,963.94,No
CUST-0742,male,0,37.0,yes,dsl,one year,yes,bank transfer,62.05,2400.67,No
CUST-0713,male,0,68.0,yes,no,month-to-month,yes,electronic check,64.74,4411.12,Yes
CUST-0445,female,1,34.0,yes,fiber optic,two year,yes,electronic check,31.4,1070.82,No
CUST-0396,female,0,10.0,yes,dsl,month-to-month,yes,mailed check,92.93,969.71,No
CUST-0542,female,0,12.0,yes,dsl,two year,yes,bank transfer,22.73,266.58,No
CUST-0496,male,0,6.0,yes,no,month-to-month,no,bank transfer,94.67,574.53,Yes
CUST-0019,male,1,15.0,yes,dsl,one year,yes,electronic check,64.97,707.67,No
CUST-0747,male,0,41.0,yes,fiber optic,month-to-month,yes,credit card,92.9,3723.41,No
CUST-0523,female,0,24.0,yes,fiber optic,month-to-month,yes,mailed check,50.97,1247.96,No
CUST-0595,female,0,35.0,yes,dsl,two year,yes,electronic check,57.76,1922.09,No
CUST-0480,female,0,45.0,yes,dsl,two year,yes,mailed check,97.67,4283.21,No
CUST-0368,female,1,12.0,no,fiber optic,month-to-month,yes,electronic check,29.3,360.65,Yes
CUST-0084,male,1,27.0,yes,dsl,two year,yes,bank transfer,43.33,1182.51,No
CUST-0062,male,1,57.0,yes,dsl,one year,yes,credit card,51.12,2849.17,No
CUST-0484,female,0,46.0,yes,fiber optic,month-to-month,yes,electronic check,82.03,1897.93,No
CUST-0273,female,0,21.0,yes,fiber optic,two year,no,electronic check,63.21,1897.93,No
CUST-0286,male,0,45.0,yes,dsl,month-to-month,yes,mailed check,79.34,3613.8,Yes
CUST-0361,male,1,11.0,yes,fiber optic,two year,yes,electronic check,55.17,608.96,No
CUST-0355,male,0,41.0,yes,fiber optic,two year,no,bank transfer,85.74,3520.08,No
CUST-0612,female,0,1.0,yes,dsl,one year,no,mailed check,98.22,99.36,No
CUST-0279,female,0,33.0,yes,fiber optic,month-to-month,yes,electronic check,64.97,1897.93,Yes
CUST-0013,female,1,21.0,yes,dsl,month-to-month,no,bank transfer,49.21,1897.93,Yes
CUST-0183,female,0,22.0,yes,dsl,one year,yes,electronic check,31.69,680.88,No
CUST-0369,male,0,61.0,yes,dsl,month-to-month,no,credit card,36.26,2180.22,No
CUST-0528,male,0,24.0,yes,fiber optic,month-to-month,no,credit card,99.9,2431.5,No
CUST-0644,male,0,66.0,yes,no,month-to-month,yes,credit card,55.1,3511.38,No
CUST-0224,male,1,35.0,yes,fiber optic,month-to-month,yes,electronic check,90.78,3273.5,Yes
CUST-0600,male,1,35.0,yes,fiber optic,one year,no,credit card,64.97,751.6,No
CUST-0766,female,0,18.0,yes,dsl,month-to-month,yes,credit card,30.09,552.4,No
CUST-0707,male,0,65.0,yes,dsl,two year,yes,credit card,20.78,1303.87,Yes
CUST-0571,female,0,35.0,no,fiber optic,two year,no,electronic check,38.34,1407.68,No
CUST-0487,male,0,50.0,yes,no,month-to-month,yes,electronic check,62.19,3107.33,No
CUST-0466,male,0,64.0,yes,no,month-to-month,no,credit card,88.63,5556.38,Yes
CUST-0933,female,0,42.0,yes,fiber optic,month-to-month,no,credit card,76.46,3282.47,Yes
CUST-0637,female,0,16.0,yes,no,month-to-month,no,bank transfer,63.88,1008.12,No
CUST-0177,female,0,51.0,yes,fiber optic,two year,no,mailed check,33.78,1667.31,No
CUST-0696,female,0,38.0,yes,dsl,one year,yes,bank transfer,21.68,795.29,No
CUST-0656,male,1,39.0,yes,dsl,one year,yes,bank transfer,73.53,2769.99,No
CUST-0614,male,0,37.0,yes,dsl,month-to-month,no,credit card,74.79,2891.9,Yes
CUST-0457,male,0,19.0,yes,dsl,two year,no,electronic check,64.97,1837.53,No
CUST-0545,female,1,5.0,yes,dsl,month-to-month,yes,mailed check,43.96,223.35,No
CUST-0394,female,0,66.0,yes,fiber optic,month-to-month,yes,electronic check,22.26,1516.95,No
CUST-0164,female,0,11.0,yes,dsl,month-to-month,yes,electronic check,83.53,883.14,No
CUST-0249,female,1,30.0,yes,fiber optic,one year,no,electronic check,75.42,2256.96,No
CUST-0663,female,1,19.0,yes,dsl,month-to-month,yes,bank transfer,106.37,2062.25,Yes
CUST-0921,female,0,8.0,yes,fiber optic,month-to-month,yes,credit card,33.98,258.68,No
CUST-0998,male,0,1.0,yes,fiber optic,month-to-month,no,bank transfer,20.65,1897.93,No
CUST-0376,male,1,30.0,yes,fiber optic,two year,yes,electronic check,23.13,671.6,No
CUST-0413,female,0,65.0,yes,fiber optic,one year,no,bank transfer,63.15,4224.28,No
CUST-0075,female,1,64.0,yes,fiber optic,month-to-month,yes,credit card,108.37,7042.88,No
CUST-0917,male,1,66.0,yes,no,month-to-month,no,mailed check,87.75,5750.49,No
CUST-0114,female,0,48.0,yes,dsl,one year,no,mailed check,51.08,2390.74,No
CUST-0501,female,0,47.0,yes,fiber optic,one year,no,mailed check,62.33,2882.38,No
CUST-0586,male,0,67.0,yes,dsl,two year,yes,bank transfer,101.7,6688.38,No
CUST-0115,female,0,42.0,yes,no,one year,yes,mailed check,109.2,4673.4,No
CUST-0418,male,0,25.0,yes,dsl,two year,yes,electronic check,88.78,2278.45,Yes
CUST-0090,male,0,66.0,yes,dsl,month-to-month,yes,mailed check,21.65,1455.67,Yes
CUST-0959,male,0,1.0,yes,fiber optic,month-to-month,yes,credit card,66.08,63.34,No
CUST-0902,male,0,56.0,yes,fiber optic,month-to-month,yes,mailed check,50.74,2721.76,No
CUST-0634,female,0,34.0,yes,fiber optic,one year,yes,bank transfer,91.45,3254.22,No
CUST-0678,male,0,36.0,yes,dsl,two year,no,mailed check,27.13,361.24,No
CUST-0012,female,1,57.0,yes,dsl,two year,no,mailed check,56.72,3176.48,No
CUST-0397,female,0,14.0,yes,dsl,month-to-month,yes,credit card,91.72,1327.86,No
CUST-0558,male,0,55.0,yes,fiber optic,month-to-month,no,credit card,43.52,2417.85,Yes
CUST-0043,male,0,68.0,yes,dsl,one year,yes,bank transfer,85.54,5770.7,No
CUST-0168,male,0,30.0,yes,fiber optic,two year,yes,credit card,52.25,1545.21,No
CUST-0417,male,0,49.0,yes,dsl,one year,yes,electronic check,72.76,1897.93,No
CUST-0788,male,0,37.0,no,dsl,two year,no,credit card,64.97,2317.54,No
CUST-0427,male,0,45.0,yes,dsl,month-to-month,yes,bank transfer,103.69,4713.72,No
CUST-0918,female,0,34.0,yes,dsl,month-to-month,no,credit card,45.38,1512.8,Yes
CUST-0447,female,0,28.0,yes,dsl,one year,yes,credit card,55.86,1543.6,No
CUST-0715,male,0,51.0,yes,no,one year,yes,electronic check,94.09,4667.99,No
CUST-0732,female,0,13.0,no,no,month-to-month,yes,electronic check,29.2,376.68,No
CUST-0258,female,0,68.0,no,dsl,month-to-month,yes,bank transfer,30.3,2043.89,No
CUST-0336,male,0,62.0,yes,fiber optic,month-to-month,yes,credit card,50.77,3249.33,No
CUST-0016,male,1,33.0,yes,fiber optic,month-to-month,yes,bank transfer,63.08,2053.24,No
CUST-0658,male,0,17.0,yes,fiber optic,month-to-month,no,mailed check,64.97,1571.47,No
CUST-0325,female,1,57.0,yes,dsl,month-to-month,yes,electronic check,100.83,5462.11,No
CUST-0790,female,0,2.0,yes,fiber optic,one year,no,electronic check,33.36,67.3,No
CUST-0223,male,0,62.0,yes,dsl,one year,no,electronic check,31.29,1979.62,No
CUST-0180,male,0,57.0,yes,dsl,two year,yes,electronic check,93.82,5577.89,No
CUST-0100,male,0,43.0,yes,dsl,month-to-month,yes,credit card,46.79,1897.93,No
CUST-0522,male,1,63.0,yes,dsl,month-to-month,no,electronic check,67.1,4052.65,No
CUST-0023,male,1,48.0,yes,fiber optic,month-to-month,no,electronic check,80.23,3733.86,Yes
CUST-0357,male,1,36.0,yes,fiber optic,month-to-month,yes,credit card,81.59,1032.77,Yes
CUST-0697,male,0,50.0,yes,dsl,two year,yes,mailed check,92.42,4584.56,No
CUST-0897,male,0,70.0,yes,fiber optic,one year,yes,electronic check,60.7,4077.15,No
CUST-0341,male,0,49.0,yes,no,month-to-month,yes,mailed check,58.1,2777.46,Yes
CUST-0432,female,0,67.0,yes,fiber optic,month-to-month,no,credit card,29.49,1926.41,No
CUST-0577,male,0,36.0,yes,fiber optic,month-to-month,no,mailed check,105.8,6917.54,No
CUST-0868,male,0,31.0,yes,fiber optic,month-to-month,yes,bank transfer,39.2,1184.52,Yes
CUST-0204,female,0,25.0,yes,dsl,month-to-month,yes,bank transfer,40.73,977.73,Yes
CUST-0737,male,0,68.0,yes,no,month-to-month,no,bank transfer,95.07,6505.26,Yes
CUST-0094,female,0,42.0,yes,dsl,month-to-month,no,bank transfer,87.84,3790.24,No
CUST-0584,male,0,22.0,yes,fiber optic,month-to-month,yes,electronic check,25.02,529.58,No
CUST-0069,male,0,60.0,yes,dsl,one year,no,mailed check,99.19,5988.29,No
CUST-0651,male,0,67.0,yes,dsl,one year,no,credit card,86.07,5519.49,No
CUST-0285,female,0,8.0,yes,fiber optic,month-to-month,yes,credit card,41.63,342.05,Yes
CUST-0837,female,0,28.0,yes,dsl,month-to-month,yes,credit card,94.9,2567.63,No
CUST-0435,male,0,44.0,yes,no,one year,yes,mailed check,68.92,3180.82,No
CUST-0154,male,0,20.0,yes,no,month-to-month,yes,mailed check,104.79,1897.93,Yes
CUST-0076,female,0,36.0,yes,no,month-to-month,yes,credit card,100.81,1897.93,Yes
CUST-0762,male,1,9.0,no,dsl,one year,yes,bank transfer,78.61,709.75,No
CUST-0189,female,0,33.0,yes,fiber optic,month-to-month,no,credit card,85.74,2836.0,No
CUST-0272,female,1,50.0,yes,no,one year,yes,bank transfer,71.48,1897.93,No
CUST-0237,male,1,28.0,yes,dsl,month-to-month,no,electronic check,50.43,1897.93,No
CUST-0488,male,0,6.0,yes,no,month-to-month,no,electronic check,46.44,280.43,No
CUST-0560,female,1,62.0,no,dsl,month-to-month,yes,electronic check,47.88,1897.93,No
CUST-0118,male,1,12.0,no,fiber optic,month-to-month,no,mailed check,25.62,308.43,Yes
CUST-0852,female,0,26.0,yes,fiber optic,month-to-month,yes,electronic check,45.88,1224.87,Yes
CUST-0513,female,1,42.0,no,fiber optic,month-to-month,yes,bank transfer,48.53,1973.11,No
CUST-0579,male,0,69.0,yes,dsl,month-to-month,yes,credit card,47.8,3371.28,Yes
CUST-0828,male,1,51.0,yes,fiber optic,month-to-month,yes,electronic check,25.75,1897.93,Yes
CUST-0127,female,0,8.0,no,no,month-to-month,no,electronic check,64.97,430.71,No
CUST-0117,female,0,70.0,yes,fiber optic,two year,yes,mailed check,56.42,1897.93,No
CUST-0474,female,0,4.0,yes,no,month-to-month,no,bank transfer,52.56,211.22,Yes
CUST-0724,female,0,29.0,yes,no,one year,no,credit card,58.12,1669.34,No
CUST-0058,male,0,65.0,yes,dsl,one year,yes,credit card,107.19,6768.86,No
CUST-0705,male,0,28.0,yes,fiber optic,month-to-month,no,credit card,64.97,1897.93,No
CUST-0949,female,0,36.0,yes,dsl,two year,yes,credit card,46.32,3383.84,No
CUST-0370,male,0,33.0,yes,dsl,month-to-month,no,credit card,31.7,1097.31,Yes
CUST-0269,male,0,35.0,yes,no,month-to-month,no,electronic check,98.29,3340.54,Yes
CUST-0047,male,0,61.0,yes,fiber optic,month-to-month,yes,mailed check,60.06,3534.53,Yes
CUST-0350,female,0,21.0,yes,no,one year,yes,electronic check,29.16,602.48,No
CUST-0196,male,1,39.0,yes,fiber optic,month-to-month,yes,electronic check,100.37,3891.38,No
CUST-0103,male,1,51.0,no,dsl,month-to-month,no,credit card,81.82,1897.93,No
CUST-0869,female,0,46.0,no,dsl,month-to-month,yes,credit card,54.65,2408.23,Yes
CUST-0722,male,0,17.0,yes,dsl,month-to-month,yes,bank transfer,64.97,938.12,No
CUST-0768,female,0,28.0,yes,no,month-to-month,yes,electronic check,63.11,1744.7,Yes
CUST-0264,female,0,16.0,yes,dsl,month-to-month,yes,electronic check,37.71,611.46,No
CUST-0444,male,0,39.0,yes,fiber optic,month-to-month,yes,electronic check,58.58,2377.47,Yes
CUST-0706,female,0,11.0,yes,dsl,two year,yes,credit card,64.97,886.95,No
CUST-0305,female,0,71.0,yes,no,two year,no,bank transfer,30.82,1897.93,No
CUST-0342,male,0,64.0,yes,fiber optic,month-to-month,yes,mailed check,20.41,1256.65,Yes
CUST-0627,male,0,46.0,yes,fiber optic,one year,no,mailed check,33.37,1491.85,No
CUST-0148,female,0,27.0,no,dsl,one year,yes,credit card,89.95,2402.37,No
CUST-0150,male,1,25.0,yes,fiber optic,one year,no,electronic check,93.07,2373.85,No
CUST-0125,male,0,33.0,yes,no,month-to-month,no,bank transfer,55.89,1873.78,No
CUST-0818,male,0,36.0,yes,fiber optic,two year,no,mailed check,101.54,2656.75,No
CUST-0856,male,0,11.0,yes,dsl,month-to-month,no,credit card,86.07,978.19,Yes
CUST-0051,female,1,43.0,yes,fiber optic,month-to-month,no,bank transfer,100.0,4242.58,No
CUST-0354,male,0,55.0,yes,no,month-to-month,yes,electronic check,79.43,4517.64,No
CUST-0967,female,0,65.0,yes,fiber optic,month-to-month,yes,electronic check,59.67,1897.93,Yes
CUST-0143,male,0,13.0,yes,dsl,two year,no,credit card,74.98,953.44,No
CUST-0471,male,0,56.0,yes,dsl,month-to-month,yes,bank transfer,67.5,3868.84,Yes
CUST-0400,female,0,28.0,yes,dsl,month-to-month,yes,credit card,80.51,2246.92,No
CUST-0654,female,0,27.0,yes,fiber optic,month-to-month,yes,bank transfer,31.48,832.14,Yes
CUST-0321,female,0,6.0,yes,fiber optic,two year,no,mailed check,98.74,585.06,No
CUST-0020,male,0,36.0,yes,no,one year,yes,credit card,64.97,2860.41,No
